ADDRESS,ADMIN_DIST,ATS_CODE,BORO,BORONUM,City,FAX,GEO_DISTRI,GRADES,LOC_CODE,MANAGED_BY,PRINCIPAL,PRIN_PH,SCHOOLNAME,SCH_TYPE,STATE_CODE,ZIP,geometry,lat,lon,index_right,index,uhf34,mood1,mood2,mood3,mood4,mood5,mood6,agg_mood,nspd,Total Enrollment
1025 EASTERN PARKWAY,17.0,17K167 ,K,2.0,BROOKLYN,718-953-1954,17,"PK,0K,01,02,03,04,05,SE",K167,1.0,MARC MARDY,718-774-2640,P.S. 167 THE PARKWAY,Elementary,NY,11213,POINT (-73.9343213937331 40.66948792603652),40.669487926,-73.9343213937,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,55.0
4305 7 AVENUE,15.0,15K169 ,K,2.0,BROOKLYN,718-633-9621,15,"0K,01,02,03,04,05,SE",K169,1.0,JOSEPHINE SANTIAGO,718-853-3224,P.S. 169 SUNSET PARK,Elementary,NY,11232,POINT (-74.00186589772653 40.64593855956694),40.6459385596,-74.0018658977,8.0,9.0,9.0,4.31640625,4.345703125,4.2255859375,4.611328125,3.85239491691,4.677734375,6.66201453403,6.68647458268,1624.0
7109 6 AVENUE,20.0,20K170 ,K,2.0,BROOKLYN,718-921-6351,20,"0K,01,02,03,04,05,SE",K170,1.0,Zhen (Tony) Wu,718-748-0333,P.S. 170 LEXINGTON,Elementary,NY,11209,POINT (-74.01883796356213 40.63044660746944),40.6304466075,-74.0188379636,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,1016.0
528 RIDGEWOOD AVENUE,19.0,19K171 ,K,2.0,BROOKLYN,718-827-5834,19,"05,06,07,08,SE",K171,1.0,YOLANDA FUSTANIO,718-647-0111,I.S. 171 ABRAHAM LINCOLN,Junior High-Intermediate-Middle,NY,11208,POINT (-73.86944685024649 40.6859333061307),40.6859333061,-73.8694468502,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,547.0
825 4 AVENUE,15.0,15K172 ,K,2.0,BROOKLYN,718-965-2468,15,"PK,0K,01,02,03,04,05,SE",K172,1.0,Jack Spatola,718-965-4200,P.S. 172 BEACON SCHOOL OF EXCELLENCE,Elementary,NY,11232,POINT (-74.00032945710194 40.6577759174145),40.6577759174,-74.0003294571,8.0,9.0,9.0,4.31640625,4.345703125,4.2255859375,4.611328125,3.85239491691,4.677734375,6.66201453403,6.68647458268,587.0
574 DUMONT AVENUE,19.0,19K174 ,K,2.0,BROOKLYN,718-345-8808,19,"PK,0K,01,02,03,04,05,06,07,08,SE",K174,1.0,INGRID MASON,718-345-1223,P.S. 174 DUMONT,K-8,NY,11207,POINT (-73.89763544695089 40.665579405803),40.6655794058,-73.897635447,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,42.0
1225 69 STREET,20.0,20K176 ,K,2.0,BROOKLYN,718-331-9188,20,"0K,01,02,03,04,05,SE",K176,1.0,ELIZABETH CULKIN,718-236-7755,P.S. 176 OVINGTON,Elementary,NY,11219,POINT (-74.00523445024422 40.62479361301612),40.624793613,-74.0052344502,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,1408.0
346 AVENUE P,21.0,21K177 ,K,2.0,BROOKLYN,718-375-4450,21,"PK,0K,01,02,03,04,05,SE",K177,1.0,SHOSHANA SINGER,718-375-9506,P.S. 177 THE MARLBORO,Elementary,NY,11204,POINT (-73.97447828013732 40.60841080188352),40.6084108019,-73.9744782801,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,953.0
2163 DEAN STREET,23.0,23K178 ,K,2.0,BROOKLYN,718-495-2304,23,"PK,0K,01,02,03,04,05,06,07,08,SE",K178,1.0,JOSEPH FRANTZ HENRY,718-495-7768,P.S. 178 SAINT CLAIR MCKELWAY,K-8,NY,11233,POINT (-73.91535705938369 40.67523016183375),40.6752301618,-73.9153570594,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,364.0
202 AVENUE C,20.0,20K179 ,K,2.0,BROOKLYN,718-871-7484,20,"PK,0K,01,02,03,04,05,SE",K179,1.0,VALERIE JOSEPH,718-438-4010,P.S. 179 KENSINGTON,Elementary,NY,11218,POINT (-73.97729383842996 40.64028083290834),40.6402808329,-73.9772938384,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,939.0
5601 16 AVENUE,20.0,20K180 ,K,2.0,BROOKLYN,718-853-9308,20,"PK,0K,01,02,03,04,05,06,07,08,SE",K180,1.0,GARY WILLIAMS,718-851-8070,P.S. 180 HOMEWOOD,K-8,NY,11204,POINT (-73.98960216717497 40.62668450688346),40.6266845069,-73.9896021672,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,1116.0
1023 NEW YORK AVENUE,17.0,17K181 ,K,2.0,BROOKLYN,718-284-5053,17,"PK,0K,01,02,03,04,05,06,07,08,SE",K181,1.0,LOWELL COLEMAN,718-462-5298,P.S. 181 BROOKLYN,K-8,NY,11203,POINT (-73.94599100996312 40.64819601388587),40.6481960139,-73.94599101,10.0,11.0,11.0,4.42335766423,4.04094631483,4.23406193078,4.60746812386,4.00818926297,4.64539653601,6.41496610377,6.53152013594,846.0
273 NEWPORT STREET,23.0,23K184 ,K,2.0,BROOKLYN,718-385-4655,23,"PK,0K,01,02,03,04,05,06,07,08,SE",K184,1.0,LAMSON LAM,718-495-7775,P.S. 184 NEWPORT,K-8,NY,11212,POINT (-73.9049447188749 40.66020812176897),40.6602081218,-73.9049447189,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,504.0
8601 RIDGE BOULEVARD,20.0,20K185 ,K,2.0,BROOKLYN,718-836-9631,20,"0K,01,02,03,04,05,SE",K185,1.0,KENNETH LLINAS,718-745-6610,P.S. 185 WALTER KASSENBROCK,Elementary,NY,11209,POINT (-74.03359954507474 40.62363456365379),40.6236345637,-74.0335995451,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,663.0
7601 19 AVENUE,20.0,20K186 ,K,2.0,BROOKLYN,718-331-9181,20,"PK,0K,01,02,03,04,05,SE",K186,1.0,Bayan (Ebeid) Cadotte,718-236-7071,P.S. 186 DR. IRVING A GLADSTONE,Elementary,NY,11214,POINT (-73.99460653440202 40.61113114687268),40.6111311469,-73.9946065344,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,995.0
1171 65 STREET,20.0,20K187 ,K,2.0,BROOKLYN,718-236-3638,20,"06,07,08,SE",K187,1.0,JUSTIN BERMAN,718-236-3394,I.S. 187,Junior High-Intermediate-Middle,NY,11219,POINT (-74.00397455115176 40.62784074433547),40.6278407443,-74.0039745512,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,999.0
3314 NEPTUNE AVENUE,21.0,21K188 ,K,2.0,BROOKLYN,718-266-7103,21,"PK,0K,01,02,03,04,05,SE",K188,1.0,Frederick M.  Tudda,718-266-6380,P.S. 188 MICHAEL E. BERDY,Elementary,NY,11224,POINT (-74.00051530338393 40.57694219207443),40.5769421921,-74.0005153034,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,502.0
1100 EAST NEW YORK AVENUE,17.0,17K189 ,K,2.0,BROOKLYN,718-604-1865,17,"0K,01,02,03,04,05,06,07,08,SE",K189,1.0,Ms. Berthe G. Faustin,718-756-0210,P.S. 189 LINCOLN TERRACE,K-8,NY,11212,POINT (-73.92568036584917 40.6654388743523),40.6654388744,-73.9256803658,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,1044.0
590 SHEFFIELD AVENUE,19.0,19K190 ,K,2.0,BROOKLYN,718-345-8765,19,"PK,0K,01,02,03,04,05,SE",K190,1.0,STEPHAUN HILL,718-346-8780,P.S. 190 SHEFFIELD,Elementary,NY,11207,POINT (-73.89471033624645 40.66240246549522),40.6624024655,-73.8947103362,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,176.0
1600 PARK PLACE,17.0,17K191 ,K,2.0,BROOKLYN,718-756-5417,17,"PK,0K,01,02,03,04,05,SE",K191,1.0,Mrs. Elsi Capolongo,718-756-1206,P.S. 191 PAUL ROBESON,Elementary,NY,11233,POINT (-73.92420850250667 40.6718013214321),40.6718013214,-73.9242085025,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,186.0
4715 18 AVENUE,20.0,20K192 ,K,2.0,BROOKLYN,718-871-8721,20,"PK,0K,01,02,03,04,05,06,07,08,SE",K192,1.0,LISET ISAAC,718-633-3061,P.S. 192 BROOKLYN,K-8,NY,11204,POINT (-73.97988747698089 40.62901936349436),40.6290193635,-73.979887477,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,687.0
2515 AVENUE L,22.0,22K193 ,K,2.0,BROOKLYN,718-338-9074,22,"PK,0K,01,02,03,04,05,SE",K193,1.0,Frank A. Cimino,718-338-9011,P.S. 193 GIL HODGES,Elementary,NY,11210,POINT (-73.95026743424302 40.62179398426002),40.6217939843,-73.9502674342,10.0,11.0,11.0,4.42335766423,4.04094631483,4.23406193078,4.60746812386,4.00818926297,4.64539653601,6.41496610377,6.53152013594,866.0
3117 AVENUE W,22.0,22K194 ,K,2.0,BROOKLYN,718-934-0244,22,"PK,0K,01,02,03,04,05,SE",K194,1.0,Mary Zissler-Lynch,718-648-8804,P.S. 194 RAOUL WALLENBERG,Elementary,NY,11229,POINT (-73.93403479897606 40.59719631600311),40.597196316,-73.934034799,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,495.0
131 IRWIN STREET,22.0,22K195 ,K,2.0,BROOKLYN,718-934-0625,22,"PK,0K,01,02,03,04,05",K195,1.0,ARTHUR FORMAN,718-648-9102,P.S. 195 MANHATTAN BEACH,Elementary,NY,11235,POINT (-73.94359825910546 40.57983423833883),40.5798342383,-73.9435982591,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,458.0
207 BUSHWICK AVENUE,14.0,14K196 ,K,2.0,BROOKLYN,718-628-5134,14,"PK,0K,01,02,03,04,05,SE",K196,1.0,Janine Colon,718-497-0139,P.S. 196 TEN EYCK,Elementary,NY,11206,POINT (-73.93972368993947 40.70877009923937),40.7087700992,-73.9397236899,14.0,15.0,15.0,4.23070469799,3.93718592965,4.02181208054,4.53227158424,3.80637049455,4.5788590604,3.61574589668,0.941989999715,347.0
1599 EAST  22 STREET,22.0,22K197 ,K,2.0,BROOKLYN,718-377-7505,22,"PK,0K,01,02,03,04,05,SE",K197,1.0,Rosemarie Barbiere Nicolet*,718-377-7890,P.S. 197 BROOKLYN,Elementary,NY,11210,POINT (-73.95159028143502 40.61258711319206),40.6125871132,-73.9515902814,10.0,11.0,11.0,4.42335766423,4.04094631483,4.23406193078,4.60746812386,4.00818926297,4.64539653601,6.41496610377,6.53152013594,613.0
4105 FARRAGUT ROAD,22.0,22K198 ,K,2.0,BROOKLYN,718-940-0821,22,"PK,0K,01,02,03,04,05,SE",K198,1.0,Joy-Ann Morgan,718-282-4920,P.S. 198 BROOKLYN,Elementary,NY,11210,POINT (-73.93703512599259 40.63720653992786),40.6372065399,-73.937035126,10.0,11.0,11.0,4.42335766423,4.04094631483,4.23406193078,4.60746812386,4.00818926297,4.64539653601,6.41496610377,6.53152013594,476.0
1100 ELM AVENUE,21.0,21K199 ,K,2.0,BROOKLYN,718-336-5562,21,"PK,0K,01,02,03,04,05,SE",K199,1.0,ROSALIA BACARELLA,718-339-1422,P.S. 199 FREDERICK WACHTEL,Elementary,NY,11230,POINT (-73.96308751557039 40.61651494417723),40.6165149442,-73.9630875156,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,501.0
1940 BENSON AVENUE,20.0,20K200 ,K,2.0,BROOKLYN,718-232-3428,20,"PK,0K,01,02,03,04,05,SE",K200,1.0,JAVIER MUNIZ,718-236-5466,P.S. 200 BENSON SCHOOL,Elementary,NY,11214,POINT (-74.00166087716111 40.60304178305015),40.6030417831,-74.0016608772,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,1306.0
8010 12 AVENUE,20.0,20K201 ,K,2.0,BROOKLYN,718-836-1786,20,"06,07,08,SE",K201,1.0,Ms. Madeleine Brennan,718-833-9363,J.H.S. 201 THE DYKER HEIGHTS,Junior High-Intermediate-Middle,NY,11228,POINT (-74.01315863630136 40.61869411180988),40.6186941118,-74.0131586363,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,1474.0
982 HEGEMAN AVENUE,19.0,19K202 ,K,2.0,BROOKLYN,718-927-2173,19,"PK,0K,01,02,03,04,05,06,07,08,SE",K202,1.0,Pauline Smith-Gayle,718-649-7880,P.S. 202 ERNEST S. JENKYNS,K-8,NY,11208,POINT (-73.87637544874119 40.66619838041427),40.6661983804,-73.8763754487,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,492.0
5101 AVENUE M,22.0,22K203 ,K,2.0,BROOKLYN,718-209-9641,22,"PK,0K,01,02,03,04,05,SE",K203,1.0,LISA ESPOSITO,718-241-8488,P.S. 203 FLOYD BENNETT,Elementary,NY,11234,POINT (-73.92569048319528 40.62171540689926),40.6217154069,-73.9256904832,11.0,12.0,12.0,4.42141036534,4.34523809524,4.37021276596,4.65136054422,3.92602040816,4.74808510638,8.06519405428,8.018645945,812.0
8101 15 AVENUE,20.0,20K204 ,K,2.0,BROOKLYN,718-232-9265,20,"PK,0K,01,02,03,04,05,SE",K204,1.0,Mrs. Marie Reilly,718-236-2906,P.S. 204 VINCE LOMBARDI,Elementary,NY,11228,POINT (-74.00657308505171 40.61380467736849),40.6138046774,-74.0065730851,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,1168.0
6701 20 AVENUE,20.0,20K205 ,K,2.0,BROOKLYN,718-331-7299,20,"PK,0K,01,02,03,04,05,SE",K205,1.0,BETH GRATER,718-236-2380,P.S. 205 CLARION,Elementary,NY,11204,POINT (-73.9870819653293 40.61493977934008),40.6149397793,-73.9870819653,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,1181.0
2200 GRAVESEND NECK ROAD,22.0,22K206 ,K,2.0,BROOKLYN,718-332-4986,22,"PK,0K,01,02,03,04,05,06,07,08,SE",K206,1.0,DEIRDRE KEYES,718-743-5598,P.S. 206 JOSEPH F LAMB,K-8,NY,11229,POINT (-73.94853205123755 40.59724909754976),40.5972490975,-73.9485320512,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,1425.0
4011 FILLMORE AVENUE,22.0,22K207 ,K,2.0,BROOKLYN,718-645-8139,22,"PK,0K,01,02,03,04,05,06,07,08,SE",K207,1.0,MARY BOSCO,718-645-8667,P.S. 207 ELIZABETH G. LEARY,K-8,NY,11234,POINT (-73.93017071514141 40.61368725725305),40.6136872573,-73.9301707151,11.0,12.0,12.0,4.42141036534,4.34523809524,4.37021276596,4.65136054422,3.92602040816,4.74808510638,8.06519405428,8.018645945,1272.0
4801 AVENUE D,18.0,18K208 ,K,2.0,BROOKLYN,718-451-0185,18,"PK,0K,01,02,03,04,05,SE",K208,1.0,Ms. Kristy Parris,718-629-1670,P.S. 208 ELSA EBELING,Elementary,NY,11203,POINT (-73.93086600153136 40.64230203773634),40.6423020377,-73.9308660015,10.0,11.0,11.0,4.42335766423,4.04094631483,4.23406193078,4.60746812386,4.00818926297,4.64539653601,6.41496610377,6.53152013594,445.0
2609 EAST  7 STREET,21.0,21K209 ,K,2.0,BROOKLYN,718-743-6361,21,"PK,0K,01,02,03,04,05,06,07,08,SE",K209,1.0,Frances Locurcio,718-743-1954,P.S. 209 MARGARET MEAD,K-8,NY,11235,POINT (-73.96166656693195 40.58674186787838),40.5867418679,-73.9616665669,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,707.0
1001 EAST 100 STREET,18.0,18K211 ,K,2.0,BROOKLYN,718-241-2503,18,"06,07,08,SE",K211,1.0,Buffie Simmons-Peart,718-251-4411,I.S. 211 JOHN WILSON,Junior High-Intermediate-Middle,NY,11236,POINT (-73.89583241305235 40.64325201555681),40.6432520156,-73.8958324131,11.0,12.0,12.0,4.42141036534,4.34523809524,4.37021276596,4.65136054422,3.92602040816,4.74808510638,8.06519405428,8.018645945,590.0
87 BAY  49 STREET,21.0,21K212 ,K,2.0,BROOKLYN,718-266-7080,21,"PK,0K,01,02,03,04,05,SE",K212,1.0,JOSEPHINE MARSELLA,718-266-4841,P.S. 212 LADY DEBORAH MOODY,Elementary,NY,11214,POINT (-73.98559798535801 40.58756239192468),40.5875623919,-73.9855979854,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,689.0
580 HEGEMAN AVENUE,19.0,19K213 ,K,2.0,BROOKLYN,718-272-3446,19,"PK,0K,01,02,03,04,05,SE",K213,1.0,Anne Lee Bernard,718-257-4034,P.S. 213 NEW LOTS,Elementary,NY,11207,POINT (-73.89027462264076 40.66026834036658),40.6602683404,-73.8902746226,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,360.0
2944 PITKIN AVENUE,19.0,19K214 ,K,2.0,BROOKLYN,718-827-5838,19,"PK,0K,01,02,03,04,05,SE",K214,1.0,PATRICIA TUBRIDY,718-647-1740,P.S. 214 MICHAEL FRIEDSAM,Elementary,NY,11208,POINT (-73.8630646177773 40.67627003666303),40.6762700367,-73.8630646178,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,961.0
415 AVENUE S,21.0,21K215 ,K,2.0,BROOKLYN,718-998-7235,21,"PK,0K,01,02,03,04,05,SE",K215,1.0,ANTONELLA BOVE,718-339-2464,P.S.  215  MORRIS H.  WEISS,Elementary,NY,11223,POINT (-73.97007643025692 40.60233227055375),40.6023322706,-73.9700764303,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,932.0
350 AVENUE X,21.0,21K216 ,K,2.0,BROOKLYN,718-645-2610,21,"PK,0K,01,02,03,04,05,SE",K216,1.0,CELIA KAPLINSKY,718-645-2862,P.S. 216 ARTURO TOSCANINI,Elementary,NY,11223,POINT (-73.96970861455868 40.59032272026749),40.5903227203,-73.9697086146,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,688.0
1100 NEWKIRK AVENUE,22.0,22K217 ,K,2.0,BROOKLYN,718-434-8170,22,"PK,0K,01,02,03,04,05,SE",K217,1.0,FRANCA CONTI,718-434-6960,P.S. 217 COLONEL DAVID MARCUS SCHOOL,Elementary,NY,11230,POINT (-73.96641001094068 40.63372424042328),40.6337242404,-73.9664100109,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,1214.0
370 FOUNTAIN AVENUE,19.0,19K218 ,K,2.0,BROOKLYN,718-827-5839,19,"06,07,08,SE",K218,1.0,Alison Breedy,718-647-9050,J.H.S. 218 JAMES P. SINNOTT,Junior High-Intermediate-Middle,NY,11208,POINT (-73.87441696645739 40.67032509048048),40.6703250905,-73.8744169665,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,419.0
1060 CLARKSON AVENUE,18.0,18K219 ,K,2.0,BROOKLYN,718-345-3065,18,"PK,0K,01,02,03,04,05,SE",K219,1.0,Ms. Winsome Smith,718-342-0493,P.S. 219 KENNEDY-KING,Elementary,NY,11212,POINT (-73.922628581757 40.65913399486843),40.6591339949,-73.9226285818,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,557.0
4812 9 AVENUE,20.0,20K220 ,K,2.0,BROOKLYN,718-871-7466,20,"06,07,08,SE",K220,1.0,LORETTA WITEK,718-633-8200,J.H.S. 220 JOHN J. PERSHING,Junior High-Intermediate-Middle,NY,11220,POINT (-74.00092526767307 40.64080630122179),40.6408063012,-74.0009252677,8.0,9.0,9.0,4.31640625,4.345703125,4.2255859375,4.611328125,3.85239491691,4.677734375,6.66201453403,6.68647458268,1435.0
791 EMPIRE BOULEVARD,17.0,17K221 ,K,2.0,BROOKLYN,718-953-2657,17,"PK,0K,01,02,03,04,05,SE",K221,1.0,Clara Moodie-Kirkland,718-756-0122,P.S. 221 TOUSSAINT L'OUVERTURE,Elementary,NY,11213,POINT (-73.93608095779568 40.66392448329438),40.6639244833,-73.9360809578,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,401.0
3301 QUENTIN ROAD,22.0,22K222 ,K,2.0,BROOKLYN,718-339-2107,22,"PK,0K,01,02,03,04,05,SE",K222,1.0,LOUISE BLAKE,718-998-4298,P.S. 222 KATHERINE R. SNYDER,Elementary,NY,11234,POINT (-73.93885231507358 40.61368100654171),40.6136810065,-73.9388523151,11.0,12.0,12.0,4.42141036534,4.34523809524,4.37021276596,4.65136054422,3.92602040816,4.74808510638,8.06519405428,8.018645945,883.0
4200 16 AVENUE,20.0,20K223 ,K,2.0,BROOKLYN,718-871-7477,20,"06,07,08,SE",K223,1.0,ANDREW FRANK,718-438-0155,J.H.S. 223 THE MONTAUK,Junior High-Intermediate-Middle,NY,11204,POINT (-73.98199690897241 40.63484283034469),40.6348428303,-73.981996909,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,994.0
757 WORTMAN AVENUE,19.0,19K224 ,K,2.0,BROOKLYN,718-827-5840,19,"PK,0K,01,02,03,04,05,06,SE",K224,1.0,GEORGE ANDREWS,718-235-3600,P.S. 224 HALE A. WOODRUFF,Elementary,NY,11208,POINT (-73.86596645148354 40.66489605825959),40.6648960583,-73.8659664515,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,505.0
1075 OCEAN VIEW AVENUE,21.0,21K225 ,K,2.0,BROOKLYN,718-743-7096,21,"PK,0K,01,02,03,04,05,06,07,08,SE",K225,1.0,JOSEPH MONTEBELLO,718-743-9793,P.S. K225 - THE EILEEN E. ZAGLIN,K-8,NY,11235,POINT (-73.95610318024896 40.57990534349084),40.5799053435,-73.9561031802,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,1018.0
6006 23 AVENUE,21.0,21K226 ,K,2.0,BROOKLYN,718-256-0384,21,"PK,0K,01,02,03,04,05,06,07,08,SE",K226,1.0,SHERRY TANNENBAUM,718-256-1118,P.S. 226 ALFRED DE B.MASON,K-8,NY,11204,POINT (-73.97679048329903 40.61521497592119),40.6152149759,-73.9767904833,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,1006.0
6500 16 AVENUE,20.0,20K227 ,K,2.0,BROOKLYN,718-234-6204,20,"06,07,08,SE",K227,1.0,Brenda D. Champion,718-256-8218,J.H.S. 227 EDWARD B. SHALLOW,Junior High-Intermediate-Middle,NY,11204,POINT (-73.9955295800281 40.62188169846695),40.6218816985,-73.99552958,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,1276.0
228 AVENUE S,21.0,21K228 ,K,2.0,BROOKLYN,718-376-1209,21,"06,07,08,SE",K228,1.0,DOMINICK D'ANGELO,718-375-7635,I.S. 228 DAVID A. BOODY,Junior High-Intermediate-Middle,NY,11223,POINT (-73.97687589622326 40.60105330831921),40.6010533083,-73.9768758962,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,1362.0
1400 BENSON AVENUE,20.0,20K229 ,K,2.0,BROOKLYN,718-331-8173,20,"PK,0K,01,02,03,04,05,06,07,SE",K229,1.0,Robert Zappulla,718-236-5447,P.S. 229 DYKER,K-8,NY,11228,POINT (-74.01329554861476 40.61060777494216),40.6106077749,-74.0132955486,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,1195.0
1 ALBEMARLE ROAD,15.0,15K230 ,K,2.0,BROOKLYN,718-871-2624,15,"PK,0K,01,02,03,04,05,SE",K230,1.0,SHARON FIDEN,718-437-6135,P.S. 230 DORIS L. COHEN,Elementary,NY,11218,POINT (-73.98045048272665 40.64530395336363),40.6453039534,-73.9804504827,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,1210.0
5601 16 AVENUE,75.0,75K231 ,K,2.0,BROOKLYN,718-853-5388,20,"0K,01,02,03,04,05,06,07,08,SE",K231,1.0,Christina Foti,718-853-1884,P.S. K231,K-8,NY,11204,POINT (-73.98944578731995 40.62682215570805),40.6268221557,-73.9894457873,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,337.0
9301 AVENUE B,18.0,18K233 ,K,2.0,BROOKLYN,718-345-3078,18,"PK,0K,01,02,03,04,05,SE",K233,1.0,DENEAN STEPHENS-SPELLMAN,718-346-8103,P.S. 233 LANGSTON HUGHES,Elementary,NY,11236,POINT (-73.9140108709596 40.6513917844561),40.6513917845,-73.914010871,11.0,12.0,12.0,4.42141036534,4.34523809524,4.37021276596,4.65136054422,3.92602040816,4.74808510638,8.06519405428,8.018645945,511.0
